n0_r0,n0_r1,n0_r2,n1_r0,n1_r1,n1_r2,n2_r0,n2_r1,n2_r2,n3_r0,n3_r1,n3_r2,n4_r0,n4_r1,n4_r2,n5_r0,n5_r1,n5_r2,n6_r0,n6_r1,n6_r2,n7_r0,n7_r1,n7_r2,n8_r0,n8_r1,n8_r2,n9_r0,n9_r1,n9_r2,na_r0,na_r1,na_r2,nb_r0,nb_r1,nb_r2
0.09,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.33,0.32,0.00,0.00,0.00,0.00,0.97,0.13,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.02
0.00,0.05,0.02,0.00,0.09,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.22,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.27,0.00,0.00,0.00,0.00,0.13,0.00
0.00,0.03,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.20,0.00,0.28,0.57,0.01,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.07,0.00,0.00,0.28,0.00,0.25,0.00,0.00,0.00,0.00
0.32,0.00,0.00,0.00,0.48,0.00,0.12,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.35,0.06,0.41,0.39,0.39,0.00,0.00,0.00,0.00,0.20,0.00,0.35,0.00,0.00,0.00,0.10,0.00,0.80,0.00,0.00,0.00,0.29
0.15,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.35,0.31,0.00,0.00,0.31,0.00,0.27,0.08,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.18
0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.48,0.03,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.21,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.15,0.10,0.00,0.00
0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.74,0.31,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.65,0.00,0.00,0.11,0.00,0.00,0.00,0.00
1.00,0.00,0.28,0.00,0.00,0.00,0.00,0.05,0.56,0.05,0.00,0.49,0.00,0.00,0.08,0.00,0.20,0.00,0.37,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.05,0.00,0.00,0.00,0.05,0.00,0.00
0.73,0.00,0.23,0.00,0.00,0.00,0.08,0.03,0.28,0.27,0.00,0.47,0.00,0.00,0.03,0.00,0.24,0.00,0.54,0.00,0.00,0.00,0.29,0.00,0.00,0.16,0.00,0.00,0.00,0.15,0.00,0.14,0.00,0.62,0.33,0.00
0.45,0.02,0.10,0.27,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.17,0.01,0.00,0.15,0.55,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.10,0.00,0.85,0.27,0.00
0.06,0.00,0.01,0.21,0.00,0.00,0.07,0.00,0.26,0.00,0.00,0.61,0.00,0.00,0.11,0.12,0.00,0.18,0.34,0.04,0.02,0.30,0.00,0.01,0.00,0.00,0.21,0.00,0.00,0.00,0.13,0.00,0.00,0.63,0.00,0.00
0.26,0.00,0.43,0.18,0.00,0.00,0.21,0.00,0.16,0.22,0.08,0.53,0.00,0.00,0.36,0.24,0.00,0.01,0.15,0.00,0.27,0.31,0.11,0.59,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.23,0.00,0.00
0.00,0.00,0.74,0.00,0.00,0.00,0.03,0.04,0.00,0.15,0.00,0.33,0.09,0.04,0.58,0.56,0.00,0.00,0.00,0.00,0.13,0.12,0.46,0.78,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.14,0.72,0.00,0.00,0.00,0.00,0.08,0.00,0.46,0.00,0.00,0.14,0.00,0.31,0.87,0.00,0.00,0.00,0.00,0.00,0.17,0.52,0.65,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.01,0.00
0.18,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.24,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.38,0.18,0.00,0.00,0.46,0.00,0.00,0.16,0.44,0.00,0.00,0.19
0.36,0.00,0.15,0.30,0.00,0.24,0.00,0.00,0.02,0.17,0.01,0.00,0.00,0.00,0.30,1.26,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.15,0.00,0.00,0.00
0.26,0.00,0.23,0.27,0.08,0.33,0.18,0.00,0.00,0.00,0.00,0.06,0.03,0.00,0.31,1.11,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00
0.12,0.14,0.46,0.00,0.03,0.03,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.20,0.87,0.16,0.00,0.00,0.11,0.00,0.00,0.05,0.00,0.29,0.29,0.15,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00
0.14,0.00,0.45,0.00,0.00,0.00,0.33,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.11,0.00,0.00,0.16,0.00,0.50,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.17,0.00
0.20,0.00,0.36,0.16,0.42,0.64,0.40,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.69,0.00,0.00,0.00,0.29,0.01,0.00,0.19,0.00,0.22,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.09,0.26,0.06
0.03,0.00,0.16,0.38,0.36,0.48,0.23,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.37,0.00,0.65,0.00,0.00,0.29,0.24,0.36,0.09,0.00,0.10,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.32,0.00,0.11
0.48,0.00,0.00,0.00,0.15,0.42,0.00,0.00,0.00,0.58,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.30,0.86,0.05,0.24,0.21,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.40,0.15,0.17
0.33,0.15,0.19,0.00,0.00,0.61,0.00,0.00,0.00,0.53,0.00,0.17,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.29,0.98,0.00,0.22,0.40,0.00,0.44,0.00,0.00,0.04,0.00,0.00,0.08,0.00,0.00,0.07
0.11,0.23,0.09,0.00,0.00,0.54,0.00,0.29,0.00,0.10,0.00,0.32,0.31,0.00,0.00,0.36,0.00,0.00,0.12,0.00,0.00,0.79,0.00,0.00,0.51,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.57,0.02,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.11,0.40,0.00,0.00,0.06,0.00,0.05,0.00,0.08,0.00,0.56,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.45,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.17,0.00,0.00,0.00,0.13,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00
0.12,0.00,0.28,0.20,0.19,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.49,0.00,0.06,0.00,0.20,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.60,0.00,0.41,0.00,0.34,0.00
0.16,0.00,0.37,0.30,0.58,0.77,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.46,0.00,0.15,0.00,0.25,0.08,0.10,0.40,0.00,0.24,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.53,0.27,0.03,0.00
0.00,0.00,0.33,0.00,0.48,0.66,0.41,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.38,0.00,0.00,0.16,0.04,0.15,0.60,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.20,0.00,0.00,0.16
0.00,0.00,0.20,0.35,0.00,0.47,0.52,0.01,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.19,0.41,0.25,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.34,0.18,0.00,0.00,0.00,0.00,0.00,0.46
0.00,0.01,0.00,0.40,0.00,0.38,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.37,0.50,0.61,0.00,0.00,0.52,0.00,0.00,0.38,0.05,0.12,0.00,0.24,0.00,0.00,0.00,0.00,0.50
0.00,0.00,0.16,0.30,0.00,0.00,0.00,0.77,0.00,0.21,0.22,0.00,0.26,0.00,0.22,0.12,0.00,0.00,0.00,0.38,0.61,0.03,0.00,0.40,0.00,0.42,0.41,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.29,0.61
0.00,0.00,0.12,0.02,0.00,0.21,0.00,1.02,0.00,0.12,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.37,0.00,0.00,0.32,0.00,0.00,0.31,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.63
0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.23,0.00,0.00,0.14,0.00,0.00,0.25,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.36
0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.85,0.10,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.67,0.00,0.00,0.00,0.00,0.20,0.00,0.13,0.00,0.00,0.00,0.11
0.28,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.35,0.00,0.00,0.20,0.00,0.06,0.63,0.00,0.08,0.02,0.00,0.04,0.00,0.44,0.00,0.63,0.00,0.00,0.00,0.00,0.27,0.00,0.02,0.37,0.00,0.00,0.00
0.86,0.03,0.00,0.03,0.00,0.25,0.00,0.06,0.00,0.08,0.00,0.00,0.00,0.00,0.30,0.90,0.00,0.21,0.15,0.00,0.23,0.16,0.36,0.00,0.23,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.11,0.00,0.04,0.25
1.22,0.03,0.62,0.43,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.77,0.25,0.05,0.10,0.00,0.33,0.10,0.02,0.00,0.00,0.00,0.00,0.09,0.00,0.30,0.00,0.09,0.00,0.00,0.00,0.34
1.03,0.06,0.58,1.00,0.17,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.78,0.00,0.00,0.13,0.05,0.21,0.00,0.00,0.31,0.00,0.00,0.00,0.32,0.00,0.31,0.00,0.00,0.37,0.00,0.00,0.23
0.94,0.00,0.00,1.23,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.08,0.21,0.01,0.00,0.00,0.06,0.13,0.00,0.00,0.12,0.51,0.00,0.16,0.00,0.26,0.99,0.00,0.00,0.27
0.81,0.06,0.00,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.05,0.31,0.11,0.23,0.00,0.00,0.52,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.68,0.00,0.26,0.00,0.52,0.53,0.00,0.00,0.28
0.07,0.00,0.30,1.21,0.08,0.00,0.00,0.22,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.60,0.00,0.07,0.00,0.00,0.83,0.00,0.04,0.00,0.19,0.00,0.00,0.00,0.21
0.07,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.54,0.00,0.00,0.01,0.03,0.00,0.00,0.00,0.09
0.00,0.00,0.00,1.16,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.20,0.10,0.00,0.20,0.56
0.00,0.24,0.00,1.01,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.03,0.26,0.28,0.52,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.20,0.34,0.00,0.47,0.55
0.06,0.24,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.73,0.00,0.00,0.00,0.11,0.21,0.35,0.77,0.22,0.00,0.05,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.50,0.20
0.18,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.74,0.00,0.19,0.00,0.00,0.33,0.27,0.73,0.48,0.00,0.00,0.12,0.03,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
0.21,0.39,0.13,0.00,0.00,0.00,0.00,0.00,0.20,0.04,0.00,0.00,0.50,0.00,0.58,0.07,0.27,0.00,0.00,0.03,0.00,0.55,0.20,0.00,0.00,0.31,0.49,0.00,0.00,0.12,0.00,0.11,0.00,0.00,0.02,0.00
0.28,0.00,0.18,0.34,0.13,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.53,0.13,0.07,0.00,0.21,0.05,0.00,0.00,0.00,0.00,0.00,0.10,0.42,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.21,0.03
0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.05,0.00,0.00,0.25,0.00,0.11,0.38,0.38,0.17,0.00,0.00,0.19,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.08,0.42,0.11,0.31,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.12,0.49,0.52,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.56,0.18,0.03,0.36,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.26,0.07,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.36,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.08
0.08,0.00,0.00,0.49,0.09,0.01,0.07,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.45,0.31,0.00,0.21,0.07,0.00,0.00,0.12,0.00,0.00,0.00,0.42,0.17
0.35,0.00,0.00,0.63,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.32,0.00,0.25,0.00,0.01,0.00,0.48,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.25,0.13,0.00,0.39,0.00
0.19,0.00,0.24,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.14,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.06,0.00
0.10,0.00,0.40,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.13,0.00,0.28,0.50,0.00,0.14,0.18,0.00,0.22,0.54,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.28,0.00,0.53,0.42,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.58,0.11,0.00,0.00,0.27,0.29,0.00,0.32,0.00,0.00,0.00,0.54,0.00,0.00,0.13,0.00,0.01,0.00,0.00,0.00,0.00,0.09,0.00,0.00
0.34,0.31,0.27,0.65,0.00,0.00,0.43,0.13,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.09
0.04,0.27,0.00,1.05,0.00,0.00,0.45,0.03,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.04,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.61
0.24,0.22,0.08,1.10,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.17,0.51,0.21,0.00,0.16,0.00,0.00,0.10,0.38,0.26,0.29,0.00,0.00,0.00,0.11,0.00,0.00,0.19,0.00,0.00,0.52
0.38,0.40,0.07,0.92,0.00,0.40,0.30,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.16,0.14,0.59,0.23,0.00,0.00,0.00,0.00,0.07,0.02,0.70,0.26,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39
0.35,0.48,0.05,0.80,0.00,0.47,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.06,0.00,0.31,0.00,0.36,0.00,0.50,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.09,0.05,0.51,0.56
0.16,0.72,0.00,0.00,0.00,0.26,0.34,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.67,0.00,0.19,0.03,0.11,0.00,0.12,0.06,0.20,0.53,0.22,0.00,0.00,0.00,0.00,0.06,0.33,0.00,0.08,0.09,0.71,0.68
0.00,0.81,0.00,0.00,0.00,0.14,0.00,0.06,0.00,0.17,0.00,0.00,0.00,0.00,0.79,0.00,0.12,0.00,0.21,0.00,0.00,0.05,0.00,0.66,0.00,0.74,0.00,0.00,0.00,0.00,0.41,0.00,0.07,0.00,0.65,0.62
0.00,0.86,0.04,0.00,0.00,0.07,0.00,0.27,0.00,0.00,0.01,0.00,0.00,0.00,0.62,0.00,0.00,0.04,0.00,0.00,0.00,0.11,0.00,0.54,0.39,0.73,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.45
0.19,0.31,0.24,0.00,0.00,0.04,0.18,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.32,0.00,0.00,0.28,0.00,0.00,0.00,0.39,0.00,0.40,0.65,0.34,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.32
0.64,0.00,0.20,0.00,0.00,0.21,0.25,0.00,0.15,0.05,0.00,0.02,0.36,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.54,0.00,0.12,0.58,0.00,0.00,0.00,0.29,0.37,0.00,0.00,0.04,0.00,0.00,0.00
0.32,0.00,0.00,0.23,0.00,0.09,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.75,0.00,0.05,0.44,0.03,0.00,0.00,0.00,0.57,0.36,0.00,0.00,0.09,0.00,0.25
0.10,0.00,0.00,0.32,0.24,0.00,0.77,0.77,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.95,0.28,0.79,0.00,0.00,0.00,0.00,0.00,0.47,0.42,0.09,0.12,0.15,0.51,0.32
0.27,0.00,0.00,0.24,0.75,0.00,0.98,1.08,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.20,0.88,0.24,0.85,0.37,0.00,0.00,0.00,0.00,0.24,0.06,0.14,0.00,0.00,0.61,0.27
0.00,0.00,0.00,0.44,0.90,0.00,1.01,0.85,0.10,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.47,0.00,0.07,0.00,0.26,0.74,0.00,0.71,0.58,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.17
0.24,0.00,0.00,0.55,0.96,0.00,0.77,0.46,0.05,0.00,0.50,0.00,0.00,0.24,0.28,0.00,0.51,0.30,0.00,0.00,0.15,0.00,0.10,0.60,0.23,0.00,0.12,0.00,0.24,0.00,0.43,0.00,0.00,0.00,0.00,0.00
0.04,0.04,0.00,0.41,1.03,0.00,0.00,0.31,0.00,0.00,0.62,0.18,0.00,0.00,0.04,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.10,0.23,0.00,0.00,0.00,0.33,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.35,0.80,0.21,0.00,1.06,0.00,0.00,0.21,0.10,0.00,0.00,0.14,0.00,0.01,0.37,0.32,0.19,0.04,0.00,0.00,0.00,0.03,0.00,0.00,0.06,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.30,0.00,0.39,0.00,0.91,0.00,0.00,0.15,0.00,0.03,0.00,0.28,0.00,0.18,0.29,0.54,0.59,0.32,0.00,0.09,0.39,0.30,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.27,0.12,0.47,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.05,0.05,0.00,0.25,0.08,0.18,0.00,0.67,0.35,0.23,0.24,0.14,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.46,0.50,0.15,0.50,0.00,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.07,0.03,0.00,0.00,0.00,0.00,0.50,0.17,0.12,0.07,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.01,0.33,0.22
0.00,0.00,0.25,0.44,0.00,0.39,0.00,0.06,0.10,0.00,0.00,0.00,0.45,0.00,0.00,0.18,0.00,0.00,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.61,0.88,0.42
0.00,0.00,0.00,0.00,0.01,0.24,0.00,0.00,0.27,0.00,0.00,0.00,0.50,0.02,0.00,0.35,0.00,0.00,0.00,0.26,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.10,0.21,0.00,0.49,1.14,0.58
0.00,0.00,0.10,0.03,0.51,0.00,0.00,0.50,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.44,0.00,0.06,0.21,0.00,0.00,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,1.11,0.46
0.00,0.00,0.10,0.79,0.64,0.00,0.15,1.06,0.52,0.00,0.18,0.00,0.00,0.00,0.12,0.00,0.45,0.00,0.18,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.17,0.00,0.00,0.25,0.00,0.00,0.00,0.00,1.00,0.31
0.37,0.00,0.00,0.95,0.60,0.00,0.44,0.87,0.58,0.00,0.02,0.00,0.33,0.00,0.00,0.00,0.34,0.15,0.06,0.08,0.00,0.00,0.08,0.00,0.00,0.00,0.04,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.82,0.00
0.63,0.07,0.00,1.06,0.00,0.00,0.68,0.67,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.33,0.00,0.00
0.43,0.47,0.00,1.06,0.00,0.07,0.85,0.01,0.54,0.27,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.19,0.00,0.24,0.01,0.17,0.00,0.00,0.25,0.00,0.00,0.10,0.25,0.00,0.23
0.00,0.42,0.28,0.97,0.00,0.00,0.88,0.00,0.61,0.00,0.15,0.00,0.07,0.00,0.00,0.22,0.29,0.39,0.00,0.00,0.00,0.00,0.15,0.00,0.16,0.00,0.19,0.00,0.00,0.35,0.00,0.25,0.00,0.00,0.26,0.21
0.06,0.00,0.11,1.14,0.00,0.00,0.57,0.32,0.66,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.34,0.61,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.28,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.32,0.10
0.32,0.00,0.00,1.14,0.00,0.00,0.00,0.05,0.74,0.00,0.01,0.00,0.00,0.00,0.14,0.00,0.00,0.68,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.05,0.00,0.00,1.07,0.00,0.00,0.32,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.61,0.56,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.60,0.00,0.00,0.00,0.00
0.00,0.32,0.00,0.00,0.00,0.03,0.35,0.00,0.70,0.40,0.00,0.25,0.00,0.00,0.00,0.35,0.00,0.56,0.62,0.00,0.00,0.15,0.07,0.14,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.53,0.55,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.32,0.26,0.14,0.06,0.00,0.00,0.47,0.00,0.37,0.62,0.00,0.04,0.76,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.41,0.00,0.00,0.00
0.08,0.00,0.04,0.04,0.00,0.00,0.11,0.00,0.53,0.00,0.25,0.00,0.06,0.00,0.00,0.29,0.13,0.11,0.22,0.00,0.33,0.86,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.06,0.00,0.40,0.36,0.00,0.01,0.00
0.00,0.00,0.00,0.06,0.14,0.00,0.33,0.12,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.36,0.71,0.35,0.00,0.42,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00
0.00,0.00,0.01,0.12,0.00,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.00,0.59,0.13,0.00,0.59,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00
0.00,0.13,0.16,0.00,0.00,0.23,0.00,0.00,0.00,0.53,0.00,0.00,0.14,0.22,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.31,0.00,0.04,0.00
